11551,12706,14391,960,16886,19133,6476,14047,18521,8172,5208,15563,7414,12410,2498,
755,17680,7101,10319,16446,16010,2522,5622,8188,6004,1888,277,12739,3952,767,
14774,1529,8451,7617,18067,9434,456,15562,1153,5126,12067,6300,2945,8229,10891,
16569,6923,17042,12615,17553,4502,14825,11079,18141,8955,6703,10418,16639,11770,14683,
523,8119,5616,8162,11037,3292,6670,4063,9651,5320,10206,6368,794,18460,13428,
13719,1421,10975,17264,6796,13912,19067,11913,1921,12849,17728,10798,8999,14222,14814,
1635,8039,9209,18655,13489,12928,3759,1934,19137,11091,4923,7547,18960,5426,17627,
471,17373,7561,5013,11331,19482,14650,18612,12684,8275,8576,4427,3462,6199,6853,
9385,6461,14412,19082,17875,7526,16770,7193,5993,7356,19457,2849,1403,10564,10350,
5669,11139,3120,8139,2368,14347,4782,10821,18788,6876,4810,8360,8129,11216,9156,
16833,13708,1773,9860,12403,9032,15503,13934,19586,15182,13542,16515,18146,11845,5162,
19269,4804,12756,9651,1710,10293,3884,7961,836,10560,16632,19483,1542,7883,11371,
9079,1943,17904,16400,12954,87,16918,15608,4170,14128,13822,13803,3035,19414,5392,
11202,7948,14878,4164,-185,9371,10235,11336,1343,20000,19212,4297,6452,11685,6199,
9882,7429,18962,7769,5653,16764,15740,16810,17492,17774,16181,10861,9070,19095,5024,
10258,1497,14567,18077,41,4579,6108,4553,10732,1117,4468,18238,195,1525,9879,
14722,19118,16366,15008,16302,3191,15235,12183,8199,482,14003,8683,11246,3964,2817,
3265,9258,12493,19097,7817,16496,931,18044,13782,1454,16815,13427,19373,19858,18201,
4575,2787,7155,12843,19547,10080,14311,18950,1382,5586,11209,10018,18892,12852,6072,
11873,13218,9165,-56,10544,19795,16818,1851,2867,6881,5497,12365,19891,9106,1158,
9453,11772,5496,18846,6462,14276,13698,15813,3248,4546,4553,14456,3178,881,-136,
10747,8478,13074,3661,6503,155,3935,19494,2789,2056,9598,8825,8204,14097,7319,
14844,12744,2106,14036,2586,7198,10640,1739,4653,18661,12690,9796,7628,16394,4948,
9390,7323,7445,9474,10896,13167,15552,17411,2020,15428,16746,8320,-169,2414,5836,
3445,5798,10248,12453,18574,5564,17318,4608,333,195,14112,5372,5790,5824,16949,
6772,18602,1715,18227,733,19771,14826,4222,7196,9190,8856,18829,19132,5898,14868,
18080,17955,16380,15184,1981,7955,17380,980,6462,12471,18647,12576,19835,189,36,
1143,489,5445,3954,18699,17696,14258,1632,16220,19077,9414,18843,12285,1506,17162,
5850,8678,12655,18540,5131,-95,12980,11956,7757,9762,12325,15776,13789,11864,7911,
16671,10244,15934,5177,18581,10532,1629,19524,4276,2178,4608,14772,5626,14510,18450,
16275,10372,13086,5534,773,12121,2490,13295,7083,1296,6872,7372,18196,11868,1263,
19034,6051,16383,4745,10486,12698,19388,15897,5372,10341,5238,2312,2411,8782,3348,
17011,1274,11102,4534,15363,9436,10172,-30,5227,18459,6660,6124,4172,7091,10308,
16820,5810,17431,16798,7673,16170,889,2399,9724,13194,6232,11149,10366,3537,14943,
16383,17560,13705,18573,1390,12062,10154,2519,6299,9866,4264,7780,13676,1104,11950,
15001,4161,9196,17558,16524,7827,11894,3651,6252,1040,17710,2389,2881,18484,14744,
8287,4550,12649,9466,4469,5940,18187,9378,577,15244,17688,9305,11881,4932,18208,
16636,1677,9098,16047,-1,7829,5392,16447,1002,19918,14612,-83,5605,7434,2220,
6696,5693,3980,6622,1117,1860,11868,7588,15843,2365,2154,18269,2667,19095,2949,
7497,11720,9381,19115,11164,6500,3446,8280,8761,15093,15390,17985,19381,12829,8758,
12800,6800,3793,15867,16149,5434,17835,4091,15625,12096,3706,7246,10221,15164,17017,
8714,5261,10151,15750,11781,12420,7112,4159,7511,10597,6270,18606,6715,19838,19373,
19421,1657,10721,1390,16445,14296,14241,19786,10716,4154,9689,3063,8793,5142,17129,
12647,1929,18198,10284,4067,2696,19981,17540,1249,14662,7328,12028,10106,12273,14089,
3366,8787,14402,2724,16711,18772,9457,14883,3650,1597,6224,3949,19967,9601,1529,
14786,18884,11350,18913,12623,4532,5245,11588,13632,13385,18830,15135,10473,17016,9910,
16084,10994,5439,707,7289,9647,10282,13526,17325,11424,237,1500,6343,11958,4484,
7667,18958,4232,16399,754,7542,17223,17018,12680,169,289,6082,-83,542,11812,
2367,14767,6008,5333,9582,10138,235,1994,19103,5711,14930,18222,997,2050,15291,
1798,1881,243,16570,10124,5208,3883,19298,7700,8887,9957,11589,14998,17153,3226,
339,19863,4478,8657,2327,18902,6574,14288,5501,12814,2505,8185,8570,1836,17652,
167,2612,5113,13968,2118,8020,7516,5612,302,14912,16778,8314,7172,19662,13587,
11706,5823,6469,5815,8623,132,13216,1076,13095,12967,13609,16269,13581,4822,15904,
18487,334,9830,18782,12600,4226,19172,13092,11434,6130,13619,15654,8525,2852,5363,
12371,10227,5281,8573,6527,13046,19156,14010,17679,16518,799,7634,4889,18751,4311,
2182,17690,7422,7258,2429,9620,3636,15908,12289,2406,11973,5574,15761,11355,427,
10230,19839,3114,12151,12039,2754,11053,9819,13800,754,3276,13804,4501,5392,4023,
15001,11378,3626,8955,4012,15089,11492,13102,2283,9570,14096,3526,13357,19622,11179,
12565,13495,19693,13130,3579,7263,6445,9522,3932,18714,11156,18291,12092,15682,15708,
3928,14047,9236,14152,17084,6036,6597,17228,15191,4983,5793,14624,18508,14485,14373,
19401,17234,18348,6972,16940,5235,15276,9169,19599,17382,14602,5623,1994,12730,2961,
12948,18559,2952,10730,8002,9560,17985,18259,1679,7482,939,11435,-15,7482,9551,
2726,4832,13308,5513,354,1026,9666,15822,5328,14761,1975,4101,18578,6262,12464,
17238,2128,18784,12369,16899,13008,762,5704,5825,7684,19244,16160,12149,13817,15733,
16594,3583,3634,11827,8491,13544,6463,5227,19566,6286,5249,14876,11117,6864,10798,
4011,14709,11396,17650,1078,19571,7530,9112,10871,18933,7676,1820,3044,8461,9497,
11431,18720,17392,7986,2492,6364,4634,16195,7502,14891,3552,16941,19734,670,3755,
5199,8654,16895,19813,17083,2397,1523,3056,18792,3232,10923,1474,1299,1400,3674,
7346,3298,11155,10241,2518,4137,17876,10901,10118,15645,13412,3646,11435,13055,9025,
3903,1022,7375,578,3987,985,12082,12215,14716,4936,8485,10285,7490,5727,14154,
17670,13269,9388,11243,14204,11942,17720,13666,19296,1879,9313,15289,4452,7238,7001,
7555,13140,641,3953,17424,18696,8060,11724,4819,14952,3095,13186,16333,16784,476,
10086,2673,341,11373,3496,3951,17403,5557,9678,2810,4783,2550,11700,18907,15151,
13866,3334,14186,13502,2038,6040,16552,4584,9880,15110,5750,10031,1934,733,19466,
8461,11122,19670,6665,8328,4313,4346,8147,18754,9143,16639,8263,15947,6011,74,
7408,10999,19520,9334,9400,11287,3369,3460,2173,1053,831,15468,6152,16791,10006,
6789,6367,18137,18990,12871,1148,11616,12543,7313,425,3255,14474,5550,10249,2292,
14076,5326,8461,12018,16250,7348,18254,7932,11609,15182,40,6707,14643,10628,5280,
3535,870,19690,15058,11052,1664,335,16138,4926,3801,15832,8929,18710,2418,14961,
14900,17581,11128,12664,11148,9335,12906,3544,326,7159,5479,1306,11242,-172,3349,
14092,5604,19637,10172,3413,3558,16780,5605,14558,17671,15357,13498,2455,19942,1445,
7292,19496,14894,13032,14251,17860,16830,13129,7817,3662,9510,12442,12828,14539,18346,
18016,6440,1023,1100,14034,14259,10500,16827,5062,11013,7343,17135,8369,11310,11595,
14414,9691,6257,18425,3205,14926,13231,10471,2623,19134,3094,12063,4422,9862,6441,
2868,18117,6394,7205,744,9101,3894,7024,13905,9701,18725,15432,5898,16509,8594,
15046,11467,5391,3479,13769,58,13191,1656,12353,13290,8508,2002,5092,5793,14707,
17399,9314,12864,233,10178,11490,6373,4689,15008,17404,19823,3003,15277,1771,19442,
5325,19702,17981,784,2874,18816,5666,9104,8701,6101,8930,3538,19049,7106,16281,
16492,9367,5370,2747,13036,19116,4157,10534,13412,16426,4176,1425,7347,14195,13995,
13520,6998,8381,1639,12530,15765,18804,11867,16061,15662,6238,17670,4293,716,16806,
16009,6606,1090,1718,6549,6366,17839,1165,19313,2265,12184,2326,14470,4125,14622,
3361,-154,4537,18526,15689,3237,3294,891,12343,8399,5652,1500,8356,4817,18050,
955,1038,2933,11435,11219,13750,19627,13710,18628,3645,14246,13000,18529,11113,17324,
5746,18912,4688,19412,12545,10167,14023,4185,18439,18470,10300,13348,14980,3739,4771,
3410,4024,952,9817,15991,17321,12747,2714,14642,6055,15106,16636,19238,19764,15289,
9841,1108,116,13750,12255,16697,17820,12554,3548,8367,470,12845,3327,9258,8281,
12254,6983,7369,7243,12015,950,18852,11272,13362,6596,2837,14773,3762,12282,3732,
4091,8149,12460,10815,4653,10512,19657,8054,13793,938,15599,2036,10707,2684,12121,
12819,12530,12671,19470,11925,7126,11848,16996,4673,12017,16111,2925,469,3760,8932,
9209,8981,15040,229,1091,5255,17024,7578,3740,13680,16372,1118,3881,11039,19548,
18952,9271,11127,13603,18367,19994,11748,9364,4581,728,11095,6785,4256,10618,17293,
7213,18823,5450,19456,10104,9342,2741,13263,4531,3919,4504,8232,15511,8862,19731,
16587,2509,4851,14516,12064,6899,11897,14147,334,9012,9298,15472,12729,1937,9608,
10663,7651,14505,543,1844,3619,17196,9935,13651,10083,13958,17392,15987,6110,2837,
11515,13076,10764,18937,14840,16513,12397,16150,18614,7327,2534,13040,9793,6801,17897,
15545,5506,14062,13171,14806,8965,13296,13037,12551,295,15297,6358,7898,6061,4136,
4175,8197,18078,6497,6361,4194,3895,12796,6660,6619,14526,6416,16402,1660,10131,
6110,11605,11623,17154,-76,3886,13148,3179,10961,652,11494,14900,13072,16619,10334,
16219,2869,14375,9065,5394,-76,18078,15895,5540,5440,18499,7506,14111,6542,12008,
5206,1684,15297,18679,15727,7322,9813,14031,17884,13514,13761,18039,356,13685,5618,
7097,9963,14139,16810,4213,3314,5104,269,11225,8181,2839,17074,15947,13565,8255,
9484,8220,9634,12521,13575,3199,19313,1610,12941,4902,9096,1404,10274,9658,3561,
16455,2736,6792,2403,13232,19737,4642,1726,7159,1943,18303,2085,13095,8874,15774,
10358,991,8241,4184,17953,12078,4318,11504,17756,11187,19992,13267,11391,3011,13316,
2012,10876,16439,4351,8294,3198,12022,10861,1735,11889,3062,17993,2212,18570,16367,
3855,8582,11547,14564,10399,5970,12756,9338,6467,1023,8214,4338,7338,12675,14173,
4169,1477,13567,17647,11849,13619,148,1346,11731,14942,14247,11970,15192,4561,1647,
15814,8566,884,16045,5018,8087,5482,11551,13183,8903,14931,5247,4224,12102,8485,
10922,14282,11659,12413,10025,12418,2705,1535,14924,4577,17893,14178,17211,11175,19826,
15326,12188,8663,8153,1511,9360,3227,19009,2511,99,11061,14127,3120,2133,9652,
4248,297,13556,12824,12054,14749,3240,16889,-86,293,13649,386,-155,2801,11432,
12068,19921,6789,14688,10850,4254,13539,5232,9290,14077,13770,11926,7025,1394,114,
6102,1513,1571,14427,18271,5010,10925,1551,13035,13681,5988,6555,17385,10410,3459,
-2,14021,4070,15221,8465,14369,3106,14081,10795,18959,2,19791,1087,14868,9379,
3694,10365,15101,5508,10656,11285,310,18922,12836,6522,2082,14500,14541,3458,1985,
600,12889,18430,10297,2802,7684,1102,12879,16539,18516,17405,1230,2106,2035,18680,
18054,14301,17772,9481,10871,13246,3356,16502,16936,1135,16942,11113,14998,3026,12137,
16889,13345,17033,10329,18348,8673,4909,1561,17071,18388,10901,12033,16491,-161,4498,
8540,5815,9097,5253,11781,16869,5731,3934,1037,16453,19174,8059,3673,18223,18631,
7497,1182,10325,19107,17803,17017,3815,9408,16330,13803,5085,10703,8717,19724,15605,
16885,10961,3452,3764,575,13917,6054,6205,10225,3771,8957,1325,16847,826,866,
16644,14606,7707,6287,6460,240,13597,16048,17804,17556,4331,5171,1919,14047,14891,
12621,6390,18567,18613,12212,18617,12080,491,10761,612,11037,14088,19111,6864,9238,
10987,5409,10624,11187,1600,5482,12491,6581,12865,16276,18464,12307,13098,11997,10197,
4375,1981,-98,12284,19170,7923,14036,8598,14928,12275,6235,18117,2494,16587,10115,
4746,17078,296,12725,5914,13231,14068,4725,6113,18290,13149,15656,3454,3382,7981,
11133,7386,9900,18723,8650,8146,9054,4455,14997,9684,11927,12243,17866,2684,3986,
7174,14445,13146,15466,944,2407,9933,878,3041,17387,3117,6578,10004,5244,17430,
2857,4333,7543,16932,16365,15187,9244,18364,8450,6417,8056,17354,14180,2351,64,
14565,8736,780,15593,15016,5883,4597,16768,18847,9010,3843,13764,14454,2755,16898,
3658,12900,4592,11709,12091,19125,14031,6697,12908,9232,17972,551,-115,13721,19702,
10337,19481,4724,5787,13480,17550,8710,11242,6942,11076,16198,16669,3706,2340,15195,
11269,7825,6898,15133,18054,16077,11822,2339,14167,15281,3093,8793,15112,16595,12069,
15459,15207,1259,19640,11166,10492,12611,19451,15223,9900,13182,14154,13347,2469,15182,
8903,12606,19172,14984,11202,13541,3142,4554,11144,19225,14289,18119,5877,4364,2871,
13356,4654,11873,2049,19521,3948,5076,13549,11028,4784,8980,1752,8353,7941,7457,
12276,18650,4904,7817,11165,8205,10366,3578,16166,16322,19431,8832,15918,14659,17924,
6386,4969,11754,3669,418,16118,2580,9716,15832,15468,16242,7901,11897,19337,8170,
12932,2597,7340,19828,6439,15747,15452,13873,5491,12049,11792,9699,3587,5008,13539,
11718,6937,19756,2263,5259,4662,17794,17462,2473,2506,4794,290,1505,4877,1988,
7491,3858,15154,5598,10705,17293,11366,13468,19284,15227,7482,4798,10263,11079,165,
14895,14086,2044,7484,8066,10641,11300,205,10146,1353,8328,4124,724,4290,12768,
9718,12825,8667,15087,6291,6201,16368,14719,6822,14823,5098,4478,8303,17935,16009,
7311,17222,15198,14299,11026,2407,23,14796,1564,15555,12756,6123,3723,949,17662,
7953,9431,3289,11724,2439,5799,10496,2910,423,17718,3896,17971,16138,4286,10688,
13266,17153,5249,5450,9825,10981,5942,13814,18867,5461,9259,11138,18826,19552,4973,
19928,13154,13444,14981,9431,5512,2852,11975,8143,636,7593,14868,2336,19377,7799,
4856,13235,19951,3130,9784,18344,4090,7793,2275,61,6736,2166,14573,16703,17199,
3898,733,3777,5112,188,14319,14456,2301,13517,8783,7890,6805,11402,4625,5620,
1209,1096,15660,18342,6549,17478,3730,14441,881,14724,15761,8619,13328,7005,2468,
3726,14432,2400,3119,19380,10571,5292,9897,15972,10372,16683,13931,17803,2350,18043,
5978,3469,2659,4539,-99,3645,19012,10310,5675,19570,631,16034,10420,5484,18301,
1080,10012,3223,13958,18399,8111,9330,16134,1907,6567,14464,4552,7892,9200,18860,
9393,6943,16757,13412,14586,15492,15823,9749,10474,12118,11688,2060,12709,3184,18059,
17994,11950,19674,8011,4091,12772,18845,3403,12690,16673,14637,1786,7557,18469,13473,
6356,8637,11206,9479,8425,11164,13311,11135,37,17283,18610,2755,2795,9423,7756,
8026,15384,17521,16988,12902,15608,15496,9847,10912,16658,511,9445,16213,6233,5271,
333,14674,18634,3283,1426,8415,7004,15081,5765,1863,9872,8570,4405,7426,15729,
7597,15201,10877,12719,19498,10682,2709,16188,6178,10900,15128,11643,8677,19418,794,
8778,8024,10498,5257,18646,16454,8025,11237,19647,14828,6923,16087,8958,14925,15977,
5568,18741,13172,10796,9715,19623,15710,15975,16240,9029,13150,3779,11533,17860,17666,
15052,14928,3503,1008,17329,7871,11536,18879,8517,12777,6849,-60,10842,1546,2838,
7578,8847,1479,1520,14454,8763,12884,4910,7055,17860,6329,15830,9857,17578,3033,
2460,13129,13894,9848,11023,1907,11805,15618,1503,15639,9810,12962,1472,8794,14349,
9814,19990,17900,487,19877,2668,2108,18819,2476,13351,10945,13608,3606,4404,17105,
11910,8272,189,19108,5282,1885,12986,14919,14275,5621,3075,17159,16064,6537,6330,
2746,4673,1170,16886,7726,4467,16477,9406,9850,16117,18764,19447,10594,6209,9239,
2843,13470,11540,11860,12917,15376,7367,9994,11070,8122,19692,19826,13245,17857,7891,
8769,1682,591,15138,6081,2279,16828,18421,4655,3446,17786,4863,5229,862,8276,
7678,19363,671,6137,19446,8609,2675,4853,11333,7234,6967,8366,2796,12560,14621,
14033,18366,18045,11827,17305,2821,17527,14994,6597,8872,289,10204,-27,3794,6771,
10547,11501,11453,7835,11128,2304,12386,10429,12145,17117,17136,7202,8905,8176,3107,
6751,17968,3633,10487,16594,8677,8133,14294,11353,5440,4493,17724,1643,3856,4897,
15524,17421,17741,11848,16208,8213,12744,5926,16257,1178,10194,7564,12957,6156,11721,
17566,8809,19429,15561,18895,7657,6795,14762,11492,5652,550,253,8910,5827,6675,
18364,18786,19549,9849,16393,17798,18593,44,16327,8506,2821,1292,13984,16344,13455,
18206,1260,1331,9192,-47,13442,14134,5474,16520,311,652,1625,1950,12662,3727,
17243,1668,4704,3444,14725,1694,760,16111,6199,5457,17791,6323,15661,13560,18842,
2059,10305,18994,8668,12882,4433,7069,1608,12198,4453,5328,1306,2089,16876,2149,
3288,6700,15856,14744,11562,833,8263,3266,1145,19643,7921,16969,18664,16258,4041,
1663,14444,14512,13,10747,16150,6613,15804,14866,15712,13432,2665,3019,2211,17684,
18731,1798,8811,15784,13019,7064,14706,12510,14943,8055,15376,3477,11778,3404,10976,
16602,2154,17250,1153,16163,19241,9616,15250,1205,7770,985,12814,17279,18197,6176,
19517,8147,3566,19024,10605,13608,15217,14727,204,9679,19559,10069,16856,6460,11111,
11709,15679,19519,12550,9513,7905,561,9662,14358,6000,-161,11495,7,6524,18291,
1763,8097,13163,8109,7120,15481,9991,15178,12544,61,1335,3722,19846,18749,15026,
11982,7203,16666,15156,17043,6250,13844,18333,2299,1903,2145,5525,14801,7339,13850,
4284,7983,4244,15966,18223,10076,15583,4779,17164,16822,-49,7880,7199,4551,11370,
